BSE,13 September 2017,TRANSPORT CORPO,BUY,1,289.64,-289.64
NSE,13 September 2017,SUZLON ENERGY L,SELL,-807,17.16,13848.12
NSE,13 September 2017,CDSL,BUY,38,350.04,-13301.52
NSE,22 September 2017,CDSL,BUY,26,367.83,-9563.58
BSE,29 September 2017,SINTEX PLASTICS,BUY,108,92.41,-9980.28
BSE,29 September 2017,STERLITE TECHNO,BUY,44,224.01,-9856.44
BSE,14 November 2017,STERLITE TECHNO,BUY,87,271.35,-23607.45
BSE,14 November 2017,SINTEX PLASTICS,SELL,-300,78.8,23640
BSE,05 January 2018,TCI EXPRESS LIM,SELL,-15,570.13,8551.95
BSE,08 January 2018,TRANSPORT CORPO,SELL,-149,294.52,43883.48
NSE,08 January 2018,CDSL,BUY,122,357.78,-43649.16
NSE,08 January 2018,CDSL,BUY,23,356.57,-8201.11
BSE,15 January 2018,SINTEX PLASTICS,SELL,-420,80.4,33768
BSE,15 January 2018,SINTEX PLASTICS,SELL,-10,80.35,803.5
BSE,15 January 2018,SINTEX PLASTICS,SELL,-40,80.3,3212
BSE,15 January 2018,TRANSPORT CORPO,SELL,-1,286.31,286.31
NSE,15 January 2018,TATA GLOBAL BEV,BUY,114,327.03,-37281.42
BSE,24 January 2018,STERLITE TECHNO,SELL,-60,401.98,24118.8
NSE,24 January 2018,STERLITE TECHNO,SELL,-60,403.97,24238.2
BSE,25 January 2018,T V S MOTOR COM,BUY,67,710.03,-47572.01
BSE,02 February 2018,T V S MOTOR COM,BUY,38,653.25,-24823.5
NSE,02 February 2018,TATA GLOBAL BEV,BUY,87,281.4,-24481.8
BSE,02 February 2018,KARNATAKA BANK,SELL,-600,141.79,85074
NSE,02 February 2018,STERLITE TECHNO,BUY,150,364.21,-54631.5
NSE,02 February 2018,PIRAMAL ENTERPR,BUY,12,2718.53,-32622.36
BSE,02 February 2018,GODREJAGRO,BUY,45,590.94,-26592.3
BSE,02 February 2018,GODREJAGRO,BUY,15,592.95,-8894.25
BSE,02 February 2018,GODREJAGRO,BUY,25,592.95,-14823.75
NSE,02 February 2018,CDSL,BUY,75,324.11,-24308.25
NSE,05 February 2018,STERLITE TECHNO,BUY,132,326.63,-43115.16
NSE,06 February 2018,KARNATAKA BANK,SELL,-539,131.54,70900.06
NSE,06 February 2018,PIRAMAL ENTERPR,BUY,15,2525.57,-37883.55
BSE,06 February 2018,GARWARE-WALL RO,SELL,-27,913.41,24662.07
NSE,06 February 2018,CDSL,BUY,76,312.56,-23754.56
NSE,06 February 2018,CDSL,BUY,101,315.37,-31852.37
NSE,06 February 2018,GODREJAGRO,BUY,90,572.85,-51556.5
NSE,19 February 2018,CDSL,SELL,-100,315.41,31541
BSE,19 February 2018,GARWARE-WALL RO,SELL,-35,935.3,32735.5
NSE,19 February 2018,MOTHERSON SUMI,BUY,140,332.66,-46572.4
NSE,21 February 2018,MOTHERSON SUMI,BUY,116,318.08,-36897.28
NSE,21 February 2018,T V S MOTOR COM,BUY,25,636.67,-15916.75
NSE,21 February 2018,TATA COFFEE LIM,SELL,-200,132.73,26546
NSE,21 February 2018,TATA COFFEE LIM,SELL,-332,132.83,44099.56
NSE,21 February 2018,TATA ELXSI LTD,SELL,-54,990.02,53461.08
BSE,21 February 2018,ASHOK LEYLAND L,SELL,-501,133.33,66798.33
BSE,21 February 2018,SPICEJET LTD,BUY,200,143.41,-28682
BSE,21 February 2018,SPICEJET LTD,BUY,66,142.96,-9435.36
BSE,21 February 2018,SPICEJET LTD,BUY,200,142.71,-28542
BSE,21 February 2018,SPICEJET LTD,BUY,370,142.91,-52876.7
BSE,05 March 2018,ASHOK LEYLAND L,SELL,-563,139.5,78538.5
BSE,05 March 2018,SPICEJET LTD,BUY,410,137.43,-56346.3
NSE,05 March 2018,MOTHERSON SUMI,BUY,100,312.15,-31215
BSE,05 March 2018,GODREJAGRO,SELL,-15,658.69,9880.35
BSE,06 March 2018,T V S MOTOR COM,SELL,-60,648.74,38924.4
NSE,06 March 2018,PIRAMAL ENTERPR,BUY,13,2394.92,-31133.96
NSE,06 March 2018,PIRAMAL ENTERPR,BUY,1,2392.91,-2392.91
NSE,06 March 2018,PIRAMAL ENTERPR,BUY,16,2385.87,-38173.92
NSE,07 March 2018,final,SELL,100,14530,1450000
